FID,date,time,date_time,locations,outLat,outlong,inLat,InLong
22,2023-10-19,16:54:00,2023-10-19 16:54,Achziv Miluot Industrial Zone,33.068374,35.110211,31.4512,34.4003
23,2023-10-19,16:47:00,2023-10-19 16:47,Achziv Miluot Industrial Zone,33.068374,35.110211,31.4512,34.4003
24,2023-10-19,16:44:00,2023-10-19 16:44,Achziv Miluot Industrial Zone,33.068374,35.110211,31.4512,34.4003
25,2023-10-15,16:10:00,2023-10-15 16:10,Achziv Miluot Industrial Zone,33.068374,35.110211,31.4512,34.4003
2851,2023-10-24,17:28:00,2023-10-24 17:28,Netua,33.06508187,35.32263995,31.4512,34.4003
2852,2023-07-10,20:00:00,2023-07-10 20:00,Netzer Hazani,33.06508187,35.32263995,31.4512,34.4003
2477,2023-10-10,17:32:00,2023-10-10 17:32,Metzuba,33.06276232,35.15801496,31.4512,34.4003
2478,2023-10-10,17:27:00,2023-10-10 17:27,Metzuba,33.06276232,35.15801496,31.4512,34.4003
2479,2023-09-10,16:59:00,2023-09-10 16:59,Mevasseret Zion,33.06276232,35.15801496,31.4512,34.4003
2480,2023-09-10,12:00:00,2023-09-10 12:00,Mevasseret Zion,33.06276232,35.15801496,31.4512,34.4003
2481,2023-07-10,11:34:00,2023-07-10 11:34,Mevasseret Zion,33.06276232,35.15801496,31.4512,34.4003
2482,2023-07-10,11:32:00,2023-07-10 11:32,Mevasseret Zion,33.06276232,35.15801496,31.4512,34.4003
2483,2023-09-10,17:01:00,2023-09-10 17:01,Mevo Beitar,33.06276232,35.15801496,31.4512,34.4003
2484,2023-07-10,11:32:00,2023-07-10 11:32,Mevo Beitar,33.06276232,35.15801496,31.4512,34.4003
2296,2023-10-10,17:32:00,2023-10-10 17:32,Lehman,33.06026935,35.11209973,31.4512,34.4003
2297,2023-10-10,17:27:00,2023-10-10 17:27,Lehman,33.06026935,35.11209973,31.4512,34.4003
2298,2023-10-19,17:00:00,2023-10-19 17:00,Lehman,33.06026935,35.11209973,31.4512,34.4003
2299,2023-10-19,16:53:00,2023-10-19 16:53,Lehman,33.06026935,35.11209973,31.4512,34.4003
2300,2023-10-19,16:47:00,2023-10-19 16:47,Lehman,33.06026935,35.11209973,31.4512,34.4003
2301,2023-10-19,16:44:00,2023-10-19 16:44,Lehman,33.06026935,35.11209973,31.4512,34.4003
2302,2023-10-15,16:10:00,2023-10-15 16:10,Lehman,33.06026935,35.11209973,31.4512,34.4003
1637,2023-10-10,17:31:00,2023-10-10 17:31,Gornot HaGalil,33.059286,35.24967,31.4512,34.4003
1638,2023-09-10,17:00:00,2023-09-10 17:00,Gvaot,33.059286,35.24967,31.4512,34.4003
1639,2023-07-10,11:32:00,2023-07-10 11:32,Gvaot,33.059286,35.24967,31.4512,34.4003
1640,2023-07-10,11:31:00,2023-07-10 11:31,Gvaram,33.059286,35.24967,31.4512,34.4003
1636,2023-10-10,17:31:00,2023-10-10 17:31,Goren,33.05707058,35.23813091,31.4512,34.4003
49,2023-10-14,21:53:00,2023-10-14 21:53,Alma,33.05171036,35.49944097,31.4512,34.4003
1273,2023-10-20,16:04:00,2023-10-20 16:04,Dovev,33.0508,35.407747,31.4512,34.4003
1406,2023-10-19,16:03:00,2023-10-19 16:03,Fassuta,33.04782,35.308827,31.4512,34.4003
1407,2023-10-24,17:01:00,2023-10-24 17:01,Ga'ash,33.04782,35.308827,31.4512,34.4003
3539,2023-10-15,06:43:00,2023-10-15 6:43,Sdeh Eliezer,33.04647,35.56525,31.4512,34.4003
1545,2023-10-19,17:00:00,2023-10-19 17:00,Gesher HaZiv,33.040532,35.110563,31.4512,34.4003
1546,2023-10-19,16:54:00,2023-10-19 16:54,Gesher HaZiv,33.040532,35.110563,31.4512,34.4003
1547,2023-10-19,16:47:00,2023-10-19 16:47,Gesher HaZiv,33.040532,35.110563,31.4512,34.4003
1548,2023-10-19,16:44:00,2023-10-19 16:44,Gesher HaZiv,33.040532,35.110563,31.4512,34.4003
1549,2023-10-15,16:10:00,2023-10-15 16:10,Gesher HaZiv,33.040532,35.110563,31.4512,34.4003
1,2023-10-19,16:03:00,2023-10-19 16:03,Abirim,33.038086,35.286044,31.4512,34.4003
2662,2023-10-19,16:44:00,2023-10-19 16:44,Nahariya,33.0085361,35.0980514,31.4512,34.4003
2663,2023-10-15,16:10:00,2023-10-15 16:10,Nahariya,33.0085361,35.0980514,31.4512,34.4003
2664,2023-09-10,18:56:00,2023-09-10 18:56,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
2665,2023-09-10,01:28:00,2023-09-10 1:28,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
2666,2023-08-10,20:01:00,2023-08-10 20:01,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
2667,2023-07-10,16:32:00,2023-07-10 16:32,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
2668,2023-07-10,15:24:00,2023-07-10 15:24,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
2669,2023-07-10,15:11:00,2023-07-10 15:11,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
2670,2023-07-10,13:53:00,2023-07-10 13:53,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
2671,2023-07-10,11:43:00,2023-07-10 11:43,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
2672,2023-10-22,17:00:00,2023-10-22 17:00,NAM Industrial Zone,33.0085361,35.0980514,31.4512,34.4003
2673,2023-07-10,11:34:00,2023-07-10 11:34,Nebi Samuel,33.0085361,35.0980514,31.4512,34.4003
93,2023-10-13,15:02:00,2023-10-13 15:02,Amuka,32.997669,35.524801,31.4512,34.4003
1195,2023-10-13,15:02:00,2023-10-13 15:02,Biriyeh,32.97723244,35.49996943,31.4512,34.4003
1196,2023-07-10,15:54:00,2023-07-10 15:54,Bitha,32.97723244,35.49996943,31.4512,34.4003
3495,2023-10-13,15:02:00,2023-10-13 15:02,Safed,32.964648,35.495997,31.4512,34.4003
2135,2023-10-23,15:27:00,2023-10-23 15:27,Kfar Masaryk,32.891218,35.098414,31.4512,34.4003
2513,2023-10-13,15:02:00,2023-10-13 15:02,Misgav Regional Center,32.858756,35.259817,31.4512,34.4003
3263,2023-10-13,15:02:00,2023-10-13 15:02,Rakefet,32.855569,35.264237,31.4512,34.4003
2352,2023-10-13,15:02:00,2023-10-13 15:02,Manof,32.853258,35.237355,31.4512,34.4003
3673,2023-10-13,15:02:00,2023-10-13 15:02,Shekhanya,32.849186,35.246701,31.4512,34.4003
3899,2023-11-10,18:01:00,2023-11-10 18:01,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3900,2023-09-10,18:56:00,2023-09-10 18:56,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3901,2023-08-10,20:01:00,2023-08-10 20:01,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3902,2023-08-10,19:43:00,2023-08-10 19:43,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3903,2023-07-10,22:43:00,2023-07-10 22:43,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3904,2023-07-10,18:21:00,2023-07-10 18:21,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3905,2023-07-10,18:12:00,2023-07-10 18:12,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3906,2023-07-10,18:06:00,2023-07-10 18:06,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3907,2023-07-10,17:41:00,2023-07-10 17:41,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3908,2023-07-10,17:31:00,2023-07-10 17:31,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3909,2023-07-10,17:07:00,2023-07-10 17:07,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3910,2023-07-10,17:01:00,2023-07-10 17:01,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3911,2023-07-10,13:58:00,2023-07-10 13:58,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3912,2023-07-10,13:46:00,2023-07-10 13:46,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3913,2023-10-22,17:00:00,2023-10-22 17:00,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3914,2023-10-21,12:00:00,2023-10-21 12:00,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
3915,2023-10-19,14:39:00,2023-10-19 14:39,Tkuma and Havat Izra'am,32.8449406,36.2251116,31.4512,34.4003
2276,2023-10-13,15:02:00,2023-10-13 15:02,Koranit,32.844412,35.251883,31.4512,34.4003
1984,2023-10-13,15:02:00,2023-10-13 15:02,Kaukab Abu al-Hija,32.831888,35.248701,31.4512,34.4003
1985,2023-10-22,12:59:00,2023-10-22 12:59,Kedma,32.831888,35.248701,31.4512,34.4003
2559,2023-10-13,15:02:00,2023-10-13 15:02,Moreshet,32.826132,35.231997,31.4512,34.4003
2560,2023-09-10,16:59:00,2023-09-10 16:59,Motza Illit,32.826132,35.231997,31.4512,34.4003
2561,2023-09-10,12:00:00,2023-09-10 12:00,Motza Illit,32.826132,35.231997,31.4512,34.4003
2562,2023-07-10,11:32:00,2023-07-10 11:32,Motza Illit,32.826132,35.231997,31.4512,34.4003
839,2023-10-14,21:54:00,2023-10-14 21:54,Avnei Eitan,32.824808,35.765777,31.4512,34.4003
1267,2023-10-13,15:02:00,2023-10-13 15:02,Dmeide,32.8149647,35.2265642,31.4512,34.4003
2134,2023-10-13,15:02:00,2023-10-13 15:02,Kfar Manda,32.81236,35.258613,31.4512,34.4003
3674,2023-10-13,15:03:00,2023-10-13 15:03,Shfaram,32.805765,35.169971,31.4512,34.4003
36,2023-10-13,15:03:00,2023-10-13 15:03,Adi,32.7813441,35.17402189,31.4512,34.4003
1194,2023-10-13,15:03:00,2023-10-13 15:03,Bir al-Maksur,32.777291,35.220571,31.4512,34.4003
3326,2023-10-13,15:03:00,2023-10-13 15:03,Ras Ali,32.772911,35.155512,31.4512,34.4003
46,2023-10-13,15:03:00,2023-10-13 15:03,Al Khawaled - West,32.770833,35.136667,31.4512,34.4003
3856,2023-10-13,15:03:00,2023-10-13 15:03,Tel Regev Cemetary,32.7672379,35.1243861,31.4512,34.4003
1657,2023-10-13,15:03:00,2023-10-13 15:03,Harduf,32.763717,35.174663,31.4512,34.4003
3128,2023-10-13,15:03:00,2023-10-13 15:03,Nofit,32.763374,35.148316,31.4512,34.4003
3129,2023-07-10,11:31:00,2023-07-10 11:31,Noga,32.763374,35.148316,31.4512,34.4003
3130,2023-10-22,12:59:00,2023-10-22 12:59,Noga,32.763374,35.148316,31.4512,34.4003
2175,2023-10-13,15:03:00,2023-10-13 15:03,Khawaled,32.758894,35.158374,31.4512,34.4003
50,2023-10-13,15:03:00,2023-10-13 15:03,Alon HaGalil,32.756874,35.220294,31.4512,34.4003
51,2023-09-10,17:01:00,2023-09-10 17:01,Alon Shvut,32.756874,35.220294,31.4512,34.4003
1658,2023-10-13,15:03:00,2023-10-13 15:03,HaSollelim,32.751802,35.238022,31.4512,34.4003
1903,2023-10-13,15:03:00,2023-10-13 15:03,Ka'abiyye,32.74945875,35.18301465,31.4512,34.4003
1904,2023-10-13,15:03:00,2023-10-13 15:03,Ka'abiyye Tabbash,32.748863,35.184271,31.4512,34.4003
1909,2023-10-13,15:03:00,2023-10-13 15:03,Kafr Tabbash,32.747673,35.170975,31.4512,34.4003
886,2023-10-13,15:03:00,2023-10-13 15:03,Basmat Tab'un,32.736287,35.1532,31.4512,34.4003
887,2023-09-10,17:01:00,2023-09-10 17:01,Bat Ayin,32.736287,35.1532,31.4512,34.4003
888,2023-07-10,11:32:00,2023-07-10 11:32,Bat Ayin,32.736287,35.1532,31.4512,34.4003
1186,2023-10-13,15:03:00,2023-10-13 15:03,Bethlehem of Galilee,32.734558,35.191271,31.4512,34.4003
52,2023-10-13,15:03:00,2023-10-13 15:03,Alonei Abba,32.730945,35.172028,31.4512,34.4003
4097,2023-10-13,15:03:00,2023-10-13 15:03,Zarzir,32.723291,35.220436,31.4512,34.4003
4098,2023-10-22,12:59:00,2023-10-22 12:59,Zavdiel,32.723291,35.220436,31.4512,34.4003
53,2023-10-13,15:03:00,2023-10-13 15:03,Alonim,32.721459,35.143399,31.4512,34.4003
2208,2023-10-13,15:03:00,2023-10-13 15:03,Kiryat Tivon,32.716221,35.127483,31.4512,34.4003
2209,2023-09-10,16:59:00,2023-09-10 16:59,Kiryat Yearim,32.716221,35.127483,31.4512,34.4003
2210,2023-09-10,12:00:00,2023-09-10 12:00,Kiryat Yearim,32.716221,35.127483,31.4512,34.4003
2211,2023-07-10,11:32:00,2023-07-10 11:32,Kiryat Yearim,32.716221,35.127483,31.4512,34.4003
2353,2023-10-13,15:03:00,2023-10-13 15:03,Manshiya Zabda,32.706219,35.192415,31.4512,34.4003
2354,2023-09-10,12:01:00,2023-09-10 12:01,Maon Tzofia,32.706219,35.192415,31.4512,34.4003
2355,2023-08-10,23:39:00,2023-08-10 23:39,Maon Tzofia,32.706219,35.192415,31.4512,34.4003
2356,2023-07-10,19:59:00,2023-07-10 19:59,Maon Tzofia,32.706219,35.192415,31.4512,34.4003
2357,2023-10-24,17:02:00,2023-10-24 17:02,Maon Tzofia,32.706219,35.192415,31.4512,34.4003
2358,2023-09-10,12:01:00,2023-09-10 12:01,Maor,32.706219,35.192415,31.4512,34.4003
2359,2023-07-10,20:03:00,2023-07-10 20:03,Maor,32.706219,35.192415,31.4512,34.4003
2360,2023-07-10,20:00:00,2023-07-10 20:00,Maor,32.706219,35.192415,31.4512,34.4003
2361,2023-10-10,16:30:00,2023-10-10 16:30,Mara'it,32.706219,35.192415,31.4512,34.4003
3305,2023-10-13,15:03:00,2023-10-13 15:03,Ramat Ishai,32.704029,35.166003,31.4512,34.4003
3306,2023-09-10,16:59:00,2023-09-10 16:59,Ramat Raziel,32.704029,35.166003,31.4512,34.4003
3307,2023-09-10,12:00:00,2023-09-10 12:00,Ramat Raziel,32.704029,35.166003,31.4512,34.4003
3308,2023-07-10,11:32:00,2023-07-10 11:32,Ramat Raziel,32.704029,35.166003,31.4512,34.4003
1145,2023-10-13,15:03:00,2023-10-13 15:03,Beit Shea'rim,32.69674145,35.1791424,31.4512,34.4003
1991,2023-11-10,18:31:00,2023-11-10 18:31,Kerem Maharal,32.644325,34.99145,31.4512,34.4003
1992,2023-10-25,13:01:00,2023-10-25 13:01,Kerem Maharal,32.644325,34.99145,31.4512,34.4003
1993,2023-11-10,18:31:00,2023-11-10 18:31,Kerem Maharal,32.644325,34.99145,31.4512,34.4003
3140,2023-11-10,18:31:00,2023-11-10 18:31,Ofer,32.621882,34.983472,31.4512,34.4003
3141,2023-11-10,18:31:00,2023-11-10 18:31,Ofer,32.621882,34.983472,31.4512,34.4003
3761,2023-10-10,17:03:00,2023-10-10 17:03,Tal Menashe,32.48309474,35.1606313,31.4512,34.4003
3762,2023-09-10,12:01:00,2023-09-10 12:01,Talmei Elazar,32.48309474,35.1606313,31.4512,34.4003
3763,2023-07-10,20:03:00,2023-07-10 20:03,Talmei Elazar,32.48309474,35.1606313,31.4512,34.4003
3764,2023-07-10,20:00:00,2023-07-10 20:00,Talmei Elazar,32.48309474,35.1606313,31.4512,34.4003
3765,2023-10-24,10:52:00,2023-10-24 10:52,Talmei Eliyahu,32.48309474,35.1606313,31.4512,34.4003
1708,2023-10-10,17:03:00,2023-10-10 17:03,Hinanit,32.48055755,35.17399692,31.4512,34.4003
3659,2023-10-10,17:03:00,2023-10-10 17:03,Shaked,32.47316638,35.16853151,31.4512,34.4003
3347,2023-10-10,17:03:00,2023-10-10 17:03,Reihan,32.46853197,35.13490098,31.4512,34.4003
1236,2023-10-10,17:03:00,2023-10-10 17:03,bqa al-Gharbiyye,32.42097502,35.04323975,31.4512,34.4003
1237,2023-09-10,12:01:00,2023-09-10 12:01,bqa al-Gharbiyye,32.42097502,35.04323975,31.4512,34.4003
1238,2023-07-10,20:03:00,2023-07-10 20:03,bqa al-Gharbiyye,32.42097502,35.04323975,31.4512,34.4003
1239,2023-07-10,20:00:00,2023-07-10 20:00,bqa al-Gharbiyye,32.42097502,35.04323975,31.4512,34.4003
1240,2023-07-10,20:01:00,2023-07-10 20:01,Bror Hayil,32.42097502,35.04323975,31.4512,34.4003
1241,2023-09-10,01:28:00,2023-09-10 1:28,Brosh,32.42097502,35.04323975,31.4512,34.4003
1887,2023-10-10,17:03:00,2023-10-10 17:03,Jatt,32.40028095,35.03260448,31.4512,34.4003
1888,2023-09-10,16:59:00,2023-09-10 16:59,Jerusalem - Center,32.40028095,35.03260448,31.4512,34.4003
1889,2023-09-10,12:00:00,2023-09-10 12:00,Jerusalem - Center,32.40028095,35.03260448,31.4512,34.4003
1890,2023-07-10,11:31:00,2023-07-10 11:31,Jerusalem - Center,32.40028095,35.03260448,31.4512,34.4003
2173,2023-12-10,08:39:00,2023-12-10 8:39,Kfar Yona,32.317719,34.933615,31.4512,34.4003
4019,2023-12-10,08:39:00,2023-12-10 8:39,Yanuv,32.307431,34.951384,31.4512,34.4003
3218,2023-12-10,08:39:00,2023-12-10 8:39,Pardessiya,32.30605372,34.91068538,31.4512,34.4003
3947,2023-12-10,08:39:00,2023-12-10 8:39,Tzur Moshe,32.298911,34.913117,31.4512,34.4003
1550,2023-12-10,08:39:00,2023-12-10 8:39,Geulim,32.296487,34.943862,31.4512,34.4003
1551,2023-07-10,20:00:00,2023-07-10 20:00,Gezer,32.296487,34.943862,31.4512,34.4003
1905,2023-12-10,08:39:00,2023-12-10 8:39,Kadima - Zoran,32.277644,34.919297,31.4512,34.4003
1400,2023-12-10,08:39:00,2023-12-10 8:39,Even Yehuda,32.2700426,34.8809634,31.4512,34.4003
3773,2023-12-10,08:39:00,2023-12-10 8:39,Tayibe,32.266892,35.009675,31.4512,34.4003
1231,2023-12-10,08:40:00,2023-12-10 8:40,Bnei Dror,32.261795,34.901791,31.4512,34.4003
1232,2023-09-10,13:32:00,2023-09-10 13:32,Bnei Re'em,32.261795,34.901791,31.4512,34.4003
